PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
RESULT_TYPE,,,,,,,STRING,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,Type of compound activity based on both the GR agonist mode screen and the auto fluorescence counter screens.,Type of compound activity in the ratio readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the ratio readout of the GR agonist mode screen.,Percent activation in the ratio readout of the GR agonist mode screen.,Type of compound activity in the 530 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 530 nm readout of the GR agonist mode screen.,Percent activation in the 530 nm readout of the GR agonist mode screen.,Type of compound activity in the 460 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 460 nm readout of the GR agonist mode screen.,Percent activation in the 460 nm readout of the GR agonist mode screen.,Type of compound activity in the auto fluorescence counter screens.,Where sample was obtained.
RESULT_UNIT,,,,,,,NONE,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,
2382,144205935,16683083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2383,144205936,16258,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2384,144205937,68610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2385,144205938,80196,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2386,144205939,10569,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2387,144205940,14017587,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2388,144205941,16682999,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2389,144205942,8549,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2390,144205943,71484,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2391,144205944,23667639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2392,144205945,16211385,Inconclusive,5,,,inconclusive,inconclusive agonist,25.0177,60.9373,active antagonist,24.2767,-79.9077,active antagonist,21.3138,-51.3254,inactive,FLUKA
2393,144205946,136183544,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2394,144205947,656641,Inconclusive,5,,,inconclusive,active agonist,26.2134,64.3071,inconclusive antagonist,23.9145,-89.8928,active antagonist,24.2767,-33.8364,inactive,SigmaAldrich
2395,144205948,446925,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2396,144205949,14525,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2397,144205950,157355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2398,144205951,16682734,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2399,144205952,38882,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2400,144205953,23665772,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2401,144205954,25798,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2402,144205955,6585,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,FLUKA
2403,144205956,9549168,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2404,144205957,5280793,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2405,144205958,56205,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RIEDEL
2406,144205959,60651,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RIEDEL
2407,144205960,43233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RIEDEL
2408,144205961,42574,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RIEDEL
2409,144205962,25750,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,RIEDEL
2410,144205963,2734398,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
2411,144205964,6256,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
2412,144205965,533728,Inconclusive,5,,,inconclusive,inconclusive agonist,1.5089,21.4775,inactive,,0,inactive,,0,inconclusive,FLUKA
2413,144205966,16219444,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2414,144205967,33611,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2415,144205968,9983292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2416,144205969,23064738,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2417,144205970,177843,Inconclusive,5,,,inconclusive,active agonist,26.2134,69.2467,active antagonist,26.2134,-84.3758,active antagonist,24.2767,-45.9553,inactive,FLUKA
2418,144205971,23676755,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
2419,144205972,9936727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
2420,144205973,451417,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2421,144205974,6918303,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2422,144205975,1201518,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
2423,144205976,60196294,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
2424,144205977,12675,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
2425,144205978,5206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
2426,144205979,3226,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
2427,144205980,31799,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Apollo
2428,144205981,5484,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ASDI
2429,144205982,2972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ASDI
2430,144205983,517304,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ASDI
2431,144205984,6364626,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
2432,144205985,23670359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bionet
2433,144205986,5394,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2434,144205987,5482,Inconclusive,5,,,inconclusive,active agonist,26.8325,56.5763,active antagonist,22.5767,-77.3773,inconclusive antagonist,23.9145,-40.777,inactive,Bosche
2435,144205988,135403821,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2436,144205989,23681451,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2437,144205990,441351,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2438,144205991,443866,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2439,144205992,4494,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-14.4819,inactive,,0,inactive,,0,inactive,Bosche
2440,144205993,65948,Inconclusive,5,,,inconclusive,active agonist,10.844,162.889,active antagonist,8.2894,-92.9525,active antagonist,5.86844,-36.9803,inactive,Bosche
2441,144205994,107999,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2442,144205995,5284631,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2443,144205996,66359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2444,144205997,104865,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2445,144205998,119570,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2446,144205999,5362376,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2447,144206000,2040,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2448,144206001,636405,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2449,144206002,73356,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2450,144206003,4121,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2451,144206004,4963,Active,41,,,active agonist,active agonist,23.3627,30.5761,inactive,,0,inconclusive agonist,23.9145,69.0939,inactive,Bosche
2452,144206005,5536,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2453,144206006,40973,Inconclusive,5,,,inconclusive,active agonist,26.2134,146.38,active antagonist,26.2134,-90.4488,inconclusive antagonist,28.4224,-37.3668,inactive,Bosche
2454,144206007,656583,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-12.8894,inactive,,0,inactive,,0,inactive,Bosche
2455,144206008,6918178,Active,85,,,active agonist,active agonist,0.00065081,83.5811,inconclusive antagonist,,0,active agonist,0.00185577,50.1301,inactive,Bosche
2456,144206009,23695982,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2457,144206010,2787,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2458,144206011,4820,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2459,144206012,72179,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,Bosche
2460,144206013,20055424,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2461,144206014,27812,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-12.5789,inactive,,0,inactive,,0,inactive,Bosche
2462,144206015,43593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2463,144206016,64647,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2464,144206017,23663938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2465,144206018,23662369,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2466,144206019,155434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2467,144206020,11954009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2468,144206021,441406,Active,62,,,active agonist,active agonist,0.356333,88.9097,inconclusive antagonist,0.189959,-36.1808,active agonist,0.415454,100.975,inactive,Bosche
2469,144206022,5288783,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2470,144206023,3950,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2471,144206024,39764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2472,144206025,21102,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2473,144206026,5281080,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2474,144206027,656511,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2475,144206028,2194,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2476,144206029,2161,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2477,144206030,135797791,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2478,144206031,2541,Inconclusive,5,,,inconclusive,inconclusive agonist,25.0177,179.177,active antagonist,26.2134,-89.9263,active antagonist,18.5577,-34.1285,inactive,Bosche
2479,144206032,91442,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chembridge
2480,144206033,28280,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chembridge
2481,144206034,160024,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Chemical Block
2482,144206035,5282164,Active,46,,,active agonist,active agonist,3.99812,48.2206,active antagonist,1.71866,-41.2569,inconclusive agonist,6.89373,25.0261,inactive,ChemPacific
2483,144206036,60196295,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Epsilon
2484,144206037,95286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Innovapharm
2485,144206038,153751,Active,48,,,active agonist,active agonist,0.317582,34.6615,active antagonist,10.4357,-47.3072,active agonist,0.580035,63.1682,inactive,InterBioScreen
2486,144206039,6918155,Active,78,,,active agonist,active agonist,0.0126432,93.842,inconclusive antagonist,0.0284224,-45.7248,active agonist,0.0117091,106.441,inactive,InterBioScreen
2487,144206040,135413520,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
2488,144206041,56069,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
2489,144206042,406563,Inconclusive,5,,,inconclusive,inconclusive agonist,23.0916,20.737,active antagonist,12.6432,-60.9848,inconclusive antagonist,4.77156,-31.3767,inactive,InterBioScreen
2490,144206043,444005,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,25.3315,31.3094,inactive,,0,inactive,InterBioScreen
2491,144206044,6437380,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
2492,144206045,216326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
2493,144206046,157917,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
2494,144206047,150762,Inactive,0,,,inactive,inactive,,0,active antagonist,26.2134,-37.2722,inconclusive antagonist,17.9333,-34.7031,inactive,InterBioScreen
2495,144206048,10634,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,InterBioScreen
2496,144206049,164877,Inconclusive,5,,,inconclusive,inconclusive agonist,22.5767,24.4839,active antagonist,12.6432,-71.1539,active antagonist,8.67869,-45.0953,inactive,Labotest
2497,144206050,6099,Inconclusive,5,,,inconclusive,inconclusive agonist,,10.6486,active antagonist,18.5577,-35.31,inactive,,0,inactive,Labotest
2498,144206051,5310993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Labotest
2499,144206052,197006,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LKT Lab
2500,144206053,56704,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LKT Lab
2501,144206054,5282375,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,17.4931,inconclusive agonist,15.089,27.1876,active agonist,11.5732,54.9181,inactive,LKT Lab
2502,144206055,6292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
2503,144206056,448812,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2504,144206057,16051947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2505,144206058,208908,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2506,144206059,189821,Active,60,,,active agonist,active agonist,0.370274,81.5088,inactive,,0,active agonist,0.370274,95.5091,inactive,Sequoia
2507,144206060,168088,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2508,144206061,73303,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2509,144206062,4723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2510,144206063,6442177,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2511,144206064,3081361,Inactive,0,,,inactive,inactive,,0,active antagonist,12.6432,-54.4303,active antagonist,11.3152,-46.1359,inactive,Sequoia
2512,144206065,13765,Inconclusive,5,,,inconclusive,active antagonist,,-17.9637,inconclusive agonist,15.089,27.3074,inactive,,0,inactive,Sequoia
2513,144206066,71734,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2514,144206067,25077533,Inconclusive,5,,,inconclusive,inconclusive agonist,16.9301,69.0147,active antagonist,15.9831,-96.9966,active antagonist,15.089,-51.074,inactive,Sequoia
2515,144206068,6918289,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2516,144206069,123879,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2517,144206070,151170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2518,144206071,636411,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2519,144206072,325003,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2520,144206073,23418,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2521,144206074,54260,Inconclusive,5,,,inconclusive,active agonist,,15.3021,active antagonist,24.2767,-33.1129,inactive,,0,inactive,Sequoia
2522,144206075,5381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,Sequoia
2523,144206076,5284360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2524,144206077,656829,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2525,144206078,60758,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2526,144206079,129791,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2527,144206080,175989,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2528,144206081,77990,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2529,144206082,65958,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2530,144206083,135749823,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2531,144206084,65957,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2532,144206085,5486830,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2533,144206086,93858,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2534,144206087,5741,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2535,144206088,23360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2536,144206089,798,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2537,144206090,6736,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2538,144206091,91465,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2539,144206092,16212198,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2540,144206093,6328657,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2541,144206094,3571576,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2542,144206095,90473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2543,144206096,12629,Inconclusive,5,,,inconclusive,active agonist,26.2134,80.6377,active antagonist,23.3627,-80.7127,active antagonist,26.2134,-33.68,inactive,SigmaAldrich
2544,144206097,121396,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2545,144206098,65452,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inconclusive agonist,,0,inactive,SigmaAldrich
2546,144206099,2724259,Inconclusive,5,,,inconclusive,inconclusive agonist,25.0177,170.757,active antagonist,26.2134,-71.5511,inconclusive antagonist,26.8325,-39.3172,inactive,SigmaAldrich
2547,144206100,10781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2548,144206101,3016408,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2549,144206102,6296,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2550,144206103,5222465,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2551,144206104,9568618,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2552,144206105,14220,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2553,144206106,3357,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2554,144206107,6852393,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2555,144206108,5918,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2556,144206109,20353,Inconclusive,5,,,inconclusive,active agonist,14.2449,49.7633,active antagonist,13.4481,-78.841,inconclusive antagonist,13.4481,-40.3118,inactive,SigmaAldrich
2557,144206110,21651,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2558,144206111,4237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2559,144206112,11808,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2560,144206113,135705561,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2561,144206114,54680085,Inconclusive,5,,,inconclusive,active agonist,27.2389,42.5184,active antagonist,26.2134,-66.7368,active antagonist,6.5845,-23.3344,inactive,SigmaAldrich
2562,144206115,9281,Inconclusive,5,,,inconclusive,active agonist,14.7409,82.0361,active antagonist,9.66473,-88.4241,active antagonist,10.4357,-55.3583,inactive,SigmaAldrich
2563,144206116,452110,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
2564,144206117,3045407,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Specs
2565,144206118,23672582,Active,65,,,active agonist,active agonist,0.330007,100.525,inconclusive antagonist,0.401477,-30.7827,active agonist,0.317582,113.201,inactive,Timtec
2566,144206119,2734019,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,Timtec
2567,144206120,128918,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
2568,144206121,60196296,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
2569,144206122,71413,Inconclusive,5,,,inconclusive,inconclusive agonist,23.9145,84.2945,inconclusive antagonist,15.089,-102.851,active antagonist,8.48517,-40.6625,inactive,Tyger
2570,144206123,23663985,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2571,144206124,6918235,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Bosche
2572,144206125,24868287,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
2573,144206126,9852176,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sequoia
