PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
910,17389570,10680,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944081-01/24051372,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 1 0 0 0 0,-12.7236,-1.4486,,-0.9323,,-4.3593,4.9056,-0.4633,5.6955,-4.4777,10.1769,-4.613,,-7.5067,7.295,-1.4839,-12.2765,-12.7236,,,,,,,,,,,,,,,4,,-9.586,6.7533,,1.2717,,3.4825,0.3068,-5.4956,0.3068,2.7603,-2.286,-7.2372,,-1.7564,-2.6372,-0.7144,-4.0843,-9.586,,,,,,,,,,,,,,,4,,0.5453,-4.9801,,-0.0641,,-5.3542,23.8425,26.2867,20.394,-6.9899,43.373,19.3881,,-1.6063,34.9109,4.6514,-9.4227,0.5453,,,,,,,,,QC'd by NIEHS/NTP
911,17389571,3118,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08003821-01/24052536,,Inactive,,,,,,,,,,4,,-15.9889,-13.7375,,-12.8259,,-7.6973,-14.3623,-11.4452,-12.0813,-10.8757,-7.9343,-10.0145,,-9.2559,-5.5273,-12.6116,-16.5087,-15.9889,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,13.6404,18.4534,,-1.6291,,0.1154,-2.5779,3.0728,-2.104,-8.0242,-1.6495,-5.7335,,-1.0019,-4.4476,-6.8275,-3.4648,13.6404,,,,,,,,,,,,,,,4,,-50.1779,-51.4979,,-26.6443,,-16.2016,-19.5539,-28.9639,-21.0335,-1.2644,-11.4448,-3.4193,,-11.1516,2.9251,-10.0681,-24.8135,-50.1779,,,,,,,,,QC'd by NIEHS/NTP
912,17389572,9016,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07981069-01/24051844,,Inactive,,,,,,,,,,4,,-2.1221,-7.2785,,-1.2124,,-4.651,-10.7462,-6.5525,-1.8735,-7.3313,-5.1823,-12.7585,,-9.6345,-0.6127,-0.7845,0.8459,-2.1221,,,,,,,,,,,,,,,4,,-0.9217,-10.7258,,-10.2063,,-6.6907,-6.579,-1.1263,0.8123,-1.5584,-1.2314,2.7487,,16.4454,0.9519,0.2151,5.9318,-0.9217,,,,,,,,,,,,,,,4,,6.215,-10.4529,,0.1551,,-11.7051,-22.4627,-27.4702,-22.0346,-26.3322,-20.5636,-43.3774,,-52.7237,-10.4811,-6.5309,-13.2611,6.215,,,,,,,,,QC'd by NIEHS/NTP
913,17389573,8881,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08082678-01/24051594,,Inactive,,,,,,,,,,4,,-6.3887,-9.2174,,-14.4212,,-15.2896,-12.1624,-15.5609,-1.7977,-6.4465,-9.1544,-11.1242,,-11.6492,1.4233,-10.8502,-1.2327,-6.3887,,,,,,,,,,,,,,,4,,-8.0001,0.2963,,2.9196,,8.0473,0.7366,9.793,-7.5573,-5.9131,4.4977,-8.6128,,-8.1285,-3.1178,-2.2959,-5.3618,-8.0001,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1 0 0,10.4401,-22.1705,,-43.2125,,-45.8587,-28.2128,-50.2014,13.3464,-5.5913,-34.1226,-6.1338,,-4.8584,7.6116,-25.3634,9.5604,10.4401,,,,,,,,,QC'd by NIEHS/NTP
914,17389574,8857,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08548288-01/24052066,,Inactive,,,,,,,,,,4,,-7.6657,-4.4914,,1.2159,,2.2314,-6.346,-4.1012,3.5001,-3.3111,-5.3961,-3.3754,,-2.9426,-4.5221,0.2559,2.5493,-7.6657,,,,,,,,,,,,,,,4,,-2.2458,-2.5793,,-2.5114,,-3.844,-4.8061,-7.5224,-1.844,-6.9298,-1.872,-7.1188,,-5.2861,-7.3158,-4.4242,-3.4094,-2.2458,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0 0 1,2.3107,-15.1829,,-5.8168,,6.8629,-4.4799,10.5014,8.7285,9.0736,-8.9346,17.4186,,18.514,14.6368,20.2519,28.5789,2.3107,,,,,,,,,QC'd by NIEHS/NTP
915,17389575,700,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB02911370-01/24052316,,Inactive,,,,,,,,,,4,,-0.662,-6.617,,-2.69,,-12.2601,-7.8138,22.1792,-7.7241,-3.0927,-3.4602,-4.0615,,-6.9378,-5.6137,-2.8223,-1.8278,-0.662,,,,,,,,,,,,,,,4,,1.2088,2.8638,,2.0622,,3.8471,2.1372,43.8044,5.2177,1.7711,-0.1297,-0.2253,,-0.591,10.6549,1.387,1.7476,1.2088,,,,,,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 1 0 0 1,12.5286,-12.2486,,-6.8647,,-26.2958,-10.7684,-31.218,-24.057,-5.0013,3.9684,2.0261,,0.3577,-32.1382,-2.8697,2.6978,12.5286,,,,,,,,,QC'd by NIEHS/NTP
916,17389576,4284,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07981068-01/24051379,,Inactive,,,,,,,,,,4,,-2.0482,-5.3,,-4.4149,,-10.1484,-9.4052,-6.6918,5.8569,-4.5769,-4.249,-4.721,,-4.4456,-3.8651,-0.7104,-7.6887,-2.0482,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 1 0,-2.5798,6.7736,,-5.3159,,-3.8176,5.9583,11.1011,-2.691,-7.5544,-3.7506,-4.0938,,-5.5745,11.1228,-9.1049,13.6701,-2.5798,,,,,,,,,,,,,,,4,,7.1781,-18.8126,,-0.9738,,-10.1923,-25.1733,-29.318,18.682,7.6993,-1.3154,0.0199,,8.3431,-27.7217,22.8127,-33.2285,7.1781,,,,,,,,,QC'd by NIEHS/NTP
917,17389577,31370,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08007599-01/24051902,,Inactive,,,,,,,,,,4,,-8.5904,-7.7477,,1.7405,,-9.9831,-11.3219,-6.1519,5.8609,-3.3191,6.0181,-2.9756,,-2.8871,2.4074,-2.0401,-3.6605,-8.5904,,,,,,,,,,,,,,,4,,-3.5908,-2.0777,,-0.9733,,2.4839,-3.3672,3.2515,3.3863,-0.6455,3.7432,-5.2602,,-1.353,8.9341,-1.7243,-2.1698,-3.5908,,,,,,,,,,,,,,,4,,-4.7927,-8.4207,,6.5479,,-25.135,-10.906,-20.2704,5.0932,-5.461,6.7451,16.8715,,6.1117,-16.6634,1.4214,4.0008,-4.7927,,,,,,,,,QC'd by NIEHS/NTP
918,17389578,31357,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080861-01/24052321,,Inactive,,,,,,,,,,4,,-5.9764,-7.7856,,-2.5974,,-8.5443,-10.9863,-1.515,-5.1547,-12.2567,6.9919,-9.208,,-6.9277,-2.5905,-2.0409,-9.5462,-5.9764,,,,,,,,,,,,,,,4,,12.245,1.8771,,0.0444,,-1.4813,6.9296,1.9407,-1.1272,-0.0681,5.7601,6.9458,,-1.7227,0.4323,-1.9725,13.218,12.245,,,,,,,,,,,,,,,4,,-27.4,-12.0957,,-0.7275,,-4.0679,-28.9336,1.8358,0.0126,-21.1196,9.168,-28.6233,,3.0219,0.4236,10.1889,-38.4363,-27.4,,,,,,,,,QC'd by NIEHS/NTP
919,17389579,31272,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080845-01/24052451,,Inactive,,,,,,,,,,4,,-6.1971,-6.6681,,-5.9893,,-12.7314,-15.7398,-10.2559,-1.9866,-11.3512,-3.8875,-11.728,,-10.4744,-7.6898,-8.299,-4.2094,-6.1971,,,,,,,,,,,,,,,4,,-1.7038,-2.772,,-3.3352,,-4.3412,2.8878,-5.7561,0.3996,-4.575,1.6678,-3.6108,,-7.1374,21.8553,10.3827,-2.3543,-1.7038,,,,,,,,,,,,,,,4,,-8.662,-8.7387,,-12.0199,,-17.1427,-40.5126,-10.3711,-9.4857,-18.5036,-17.1021,-21.4159,,-3.2235,-55.0155,-42.882,-3.8769,-8.662,,,,,,,,,QC'd by NIEHS/NTP
920,17389580,31236,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB02509404-01/24052204,,Inactive,,,,,,,,,,4,,-2.9079,2.8598,,-0.3281,,-9.5384,-6.2734,1.6096,1.4757,-4.4401,-5.6141,-2.6138,,-3.3387,4.2142,0.9433,-4.0679,-2.9079,,,,,,,,,,,,,,,4,,0.3069,-1.5296,,2.0808,,9.1409,-0.387,-3.8272,-2.4012,-1.7059,4.1654,-1.3448,,-4.0358,-2.6155,-4.8841,-3.841,0.3069,,,,,,,,,,,,,,,4,,-6.353,8.3613,,-14.3028,,-38.9293,-13.5195,13.7912,5.7703,-11.3812,-27.7627,-6.0436,,5.3031,14.8648,12.5176,-0.4131,-6.353,,,,,,,,,QC'd by NIEHS/NTP
921,17389581,11487,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07935944-01/24052560,,Inactive,,,,,,,,,,4,,-10.324,-6.8018,,-3.1185,,-6.9458,-9.0217,-9.4173,-2.6677,-10.0947,-5.5799,-8.6256,,-8.8275,-9.1163,-19.4951,-14.013,-10.324,,,,,,,,,,,,,,,4,,2.3814,-5.5704,,-2.9855,,-6.0302,-2.5956,-3.4346,-2.4771,-6.9755,-6.4898,-3.9523,,-3.7199,-5.7912,-9.6154,-5.2166,2.3814,,,,,,,,,,,,,,,4,,-21.6825,-11.4667,,-14.8595,,-8.0192,-19.2236,-19.43,-7.1403,-11.0564,5.6713,-11.9395,,-6.6578,-6.2615,-24.2746,-14.5355,-21.6825,,,,,,,,,QC'd by NIEHS/NTP
922,17389582,8489,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07975015-01/24051380,,Inactive,,,,,,,,,,4,,-10.523,-10.9483,,-7.5186,,-18.5188,-19.685,-10.6869,-8.5961,-14.3806,-9.1956,-15.8128,,-15.4259,-7.4157,-10.4457,-13.1312,-10.523,,,,,,,,,,,,,,,4,,-3.6663,0.3278,,1.3111,,-4.2254,18.622,-4.2512,0.731,3.2941,-2.9596,-4.9273,,-2.0158,0.316,1.6454,-4.7372,-3.6663,,,,,,,,,,,,,,,4,,-3.9698,-19.6057,,-20.7872,,-24.6515,-61.8203,-6.6324,-18.9207,-36.1436,-8.3868,-19.0296,,-22.504,-15.0047,-25.7496,-10.8537,-3.9698,,,,,,,,,QC'd by NIEHS/NTP
923,17389583,1183,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080920-01/24052294,,Inactive,,,,,,,,,,4,,-12.7443,-3.4331,,-1.9408,,-11.3141,-16.9118,-5.0016,-7.6824,-11.6336,-11.5839,-8.6882,,-12.847,-8.4505,-5.8814,-13.3782,-12.7443,,,,,,,,,,,,,,,4,,1.8642,3.1625,,-0.1452,,-1.7713,2.7998,1.5881,7.0652,-3.7274,-3.25,1.6022,,-5.4819,-5.8484,-4.9779,7.9177,1.8642,,,,,,,,,,,,,,,4,,-28.6807,-18.4434,,-8.4506,,-19.9791,-39.6585,-14.1865,-34.4053,-18.1773,-18.3444,-23.1785,,-9.5143,-2.932,0.7893,-43.5673,-28.6807,,,,,,,,,QC'd by NIEHS/NTP
924,17389584,8467,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080856-01/24051557,,Inactive,,,,,,,,,,4,,-12.2804,-20.3875,,-13.2929,,-18.1271,-14.3324,-13.5257,3.5403,-14.5471,-5.1978,-9.1964,,-10.1125,3.0068,-1.8955,-11.5189,-12.2804,,,,,,,,,,,,,,,4,,0.2288,-4.3845,,-5.5311,,-10.8406,-6.4283,-4.3103,-3.4662,-10.0934,-5.045,-4.4132,,-2.2457,-7.0071,-7.8237,-8.5592,0.2288,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 1 0 0 1,-37.0642,-46.1068,,-34.5156,,-22.454,-25.9707,-32.9701,2.6332,-21.5634,-11.3656,-22.8267,,-26.6054,18.4114,5.5233,-14.353,-37.0642,,,,,,,,,QC'd by NIEHS/NTP
925,17389585,8461,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08548275-01/24052406,,Inactive,,,,,,,,,,4,,5.5911,-1.5159,,3.9883,,-3.8667,-3.7087,2.3569,-2.6101,-8.1902,3.9856,8.3895,,-5.051,-1.7881,-7.2014,-5.7659,5.5911,,,,,,,,,,,,,,,4,,1.7289,-3.7023,,-1.888,,0.4703,4.4888,-0.7232,2.83,-6.2652,2.6888,0.3636,,1.6966,2.6214,-3.4631,-2.8194,1.7289,,,,,,,,,,,,,,,4,,12.9137,7.434,,10.4265,,-11.847,-20.6922,7.5352,-19.1973,-5.3796,-1.0408,18.6482,,-17.3484,-19.458,-16.8625,-6.5739,12.9137,,,,,,,,,QC'd by NIEHS/NTP
926,17389586,13,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07930267-01/24052291,,Inactive,,,,,,,,,,4,,0.18,-1.7967,,-5.7566,,-10.2675,-8.3204,-8.1348,-7.6867,-8.1505,-7.3115,-3.1103,,-4.8047,-1.6159,-7.3469,1.1035,0.18,,,,,,,,,,,,,,,4,,-2.507,-6.4687,,-3.3922,,-5.0444,-5.4013,-5.0463,5.0253,-5.9898,-5.2776,-2.6002,,-4.3138,0.2185,-2.194,-3.7641,-2.507,,,,,,,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0 0 0,10.929,13.1305,,-12.8384,,-12.2716,-3.9531,-8.1024,-34.805,-8.2775,-6.4169,-3.8067,,2.7378,-10.3521,-19.0334,12.6454,10.929,,,,,,,,,QC'd by NIEHS/NTP
927,17389587,3102,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB02911357-01/24051509,,Inactive,,,,,,,,,,4,,-5.1894,-4.5376,,-4.0474,,-7.9492,-15.7319,-4.6987,-8.5624,-1.865,-5.9683,-5.7477,,-12.9552,-5.8221,-1.0477,-12.179,-5.1894,,,,,,,,,,,,,,,4,,-1.6065,9.9614,,-3.3096,,-2.6442,-0.3484,-5.3373,21.9265,-5.4594,3.4651,3.9413,,-0.7382,7.5084,-5.4138,-1.9947,-1.6065,,,,,,,,,,,,,,,4,,-12.2005,-33.5472,,-14.8812,,-19.6647,-38.6595,-5.4018,-56.0951,-2.2063,-30.9038,-29.1771,,-33.2025,-37.7044,0.7664,-30.3135,-12.2005,,,,,,,,,QC'd by NIEHS/NTP
928,17389588,1483,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07980808-01/24052223,,Inactive,,,,,,,,,,4,,-6.5731,-13.5206,,-1.3206,,-13.8598,-10.8965,-15.4646,-2.648,-6.8567,-6.3296,-10.4017,,-12.4684,-7.3561,-8.0482,-16.4782,-6.5731,,,,,,,,,,,,,,,4,,2.4806,-2.1935,,-4.3858,,-0.6754,4.2554,-3.6859,-2.8536,-4.8661,0.9236,-1.0936,,8.3673,1.7077,3.0371,-2.5287,2.4806,,,,,,,,,,,,,,,4,,-18.8016,-26.1802,,4.9927,,-29.5951,-33.2001,-29.4097,-0.1624,-5.9321,-20.4416,-23.4296,,-44.0266,-26.6609,-30.4645,-33.4523,-18.8016,,,,,,,,,QC'd by NIEHS/NTP
929,17389589,8361,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07935889-01/24051685,,Inconclusive,11.2202,25.3976,,,,,,,,4,,-5.033,-4.5886,,-0.8466,,-16.7986,-9.2177,-7.038,-1.6091,-7.0712,-1.4829,-3.2346,,-9.5072,2.6768,-7.0179,-10.6001,-5.033,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.7092,-8.5748,,-12.6309,,-6.4624,-3.9168,-12.0905,-10.3149,-14.4484,-4.0305,-11.9846,,-8.8236,-6.3551,5.956,-3.1002,-0.7092,,,,,,,,,Complete curve; partial efficacy; poor fit,-4.95,4.9549,0.5391,-26.4162,-1.0185,-1.4,0 1 1 0 0 0 0 0 0 0 0 0 0 0,-17.3243,-0.7191,,13.9361,,-29.1777,-19.8318,0.7057,7.6379,6.0565,-8.2909,10.0082,,-12.5275,6.1819,-35.1771,-26.3849,-17.3243,,,,,,,,,QC'd by NIEHS/NTP
930,17389590,8346,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB02540600-01/24052643,,Inactive,,,,,,,,,,4,,8.4688,0.7953,,-2.1795,,-7.0749,-4.1344,-7.4636,0.9752,-1.1335,0.2177,-7.87,,-5.6921,2.2789,0.7669,-2.136,8.4688,,,,,,,,,,,,,,,4,,-1.8394,-2.7626,,-4.8632,,-1.719,-4.0014,-5.3014,5.4773,-3.7672,-2.6581,-4.4789,,-6.4225,-0.7683,-5.7182,2.761,-1.8394,,,,,,,,,,,,,,,4,,15.0737,-8.3293,,-15.2815,,-28.6349,-13.7964,-22.9127,-31.8806,-13.551,-11.2026,-26.7783,,-10.5841,-13.9039,-2.1062,-29.6519,15.0737,,,,,,,,,QC'd by NIEHS/NTP
931,17389591,957,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944123-01/24051790,,Inactive,,,,,,,,,,4,,-12.6908,-12.5786,,-5.1191,,-13.8701,-10.9073,-7.2754,-9.6151,-13.5909,-10.5202,-12.877,,-7.5046,-4.4573,-13.8563,-6.073,-12.6908,,,,,,,,,,,,,,,4,,-2.2172,5.0971,,-5.9394,,-1.3767,-6.0771,-0.6533,-4.1813,6.4134,2.5542,-1.0095,,-2.1375,-6.297,10.2255,-5.8743,-2.2172,,,,,,,,,,,,,,,4,,-18.7564,-33.4083,,0.9144,,-25.3366,-3.8638,-13.5329,-12.0262,-40.2929,-29.7588,-25.6838,,-6.4512,8.0468,-47.6369,4.9039,-18.7564,,,,,,,,,QC'd by NIEHS/NTP
932,17389592,8143,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944040-01/24052530,,Inactive,,,,,,,,,,4,,-10.8011,-12.9855,,2.5619,,-2.2555,-7.4732,-12.8192,0.0366,-1.4827,-0.336,-2.2354,,-6.1035,-2.114,1.0096,-3.9589,-10.8011,,,,,,,,,,,,,,,4,,2.5082,0.3951,,0.7033,,2.8682,-0.4734,-2.3578,-1.3028,-1.4107,-0.4159,0.0973,,0.2223,2.1457,-0.5315,0.8299,2.5082,,,,,,,,,,,,,,,4,,-33.1858,-30.5762,,2.1789,,-9.8174,-11.5154,-26.6874,7.1449,1.2753,3.4223,-3.4863,,-11.4901,-14.7621,3.9994,-8.8882,-33.1858,,,,,,,,,QC'd by NIEHS/NTP
933,17389593,8128,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07935761-01/24052687,,Inactive,,,,,,,,,,4,,-13.7718,-6.4017,,-5.9518,,-15.406,-16.8803,-11.0476,-4.8708,-12.8597,0.3431,-9.4467,,-14.5762,-2.7394,-2.6226,-4.5603,-13.7718,,,,,,,,,,,,,,,4,,-2.6573,-0.5797,,-1.3924,,-2.7578,0.1185,-4.3684,-0.237,-2.8302,4.7565,-5.0061,,-0.3645,4.6651,2.104,0,-2.6573,,,,,,,,,,,,,,,4,,-29.8645,-14.7899,,-16.9491,,-28.2533,-42.2239,-14.956,-14.4268,-27.978,-15.9196,-8.2652,,-37.0178,-25.5272,-17.4569,-10.8937,-29.8645,,,,,,,,,QC'd by NIEHS/NTP
934,17389594,8113,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08003573-01/24052420,,Inactive,,,,,,,,,,4,,-13.3411,-0.5245,,-4.558,,-8.7112,-11.9841,-5.4329,-7.0079,-10.612,-6.2021,-6.0937,,-5.6075,-4.996,1.4723,-4.7261,-13.3411,,,,,,,,,,,,,,,4,,-6.8931,-6.1329,,-7.4923,,-7.6323,-5.0285,-3.1495,-9.4124,-7.4004,-1.7566,-4.2091,,-8.4796,-1.8912,-7.6246,-9.0389,-6.8931,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 1 0 0 1,-12.5791,-5.6389,,-15.3264,,-16.5108,-28.9108,-19.4346,-4.0692,-18.9984,-21.5434,-11.7901,,9.5997,-14.7527,22.2928,16.5005,-12.5791,,,,,,,,,QC'd by NIEHS/NTP
935,17389595,8103,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944066-01/24052084,,Inactive,,,,,,,,,,4,,-3.0711,-5.3784,,0.8441,,-3.5602,-9.377,-8.8798,0.0053,-6.1902,-6.8846,-5.6796,,-7.6948,5.1607,1.0904,-8.4226,-3.0711,,,,,,,,,,,,,,,4,,-1.0059,-3.2943,,-2.0982,,-2.9242,4.7901,0.5163,1.354,-1.3733,4.6102,-4.0428,,1.4357,-3.0412,0.6302,5.1561,-1.0059,,,,,,,,,,,,,,,4,,-4.833,-6.7994,,-0.2869,,-2.5437,-35.4493,-28.2624,-10.4921,-18.135,-35.4443,-5.9677,,-24.7635,21.1889,-5.992,-36.6084,-4.833,,,,,,,,,QC'd by NIEHS/NTP
936,17389596,8102,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08548350-01/24051429,,Inconclusive,0.0045,17.6902,,,,,,,,4,,-8.6946,-2.9636,,-2.4342,,-11.8944,-15.6223,-2.6367,-4.8707,-0.5805,-4.3894,-7.4236,,-12.6156,-3.8835,-6.2787,-5.5245,-8.6946,,,,,,,,,,,,,,,4,,-1.093,0.5671,,-2.9112,,11.7171,-0.897,-4.446,2.0651,2.7492,2.8646,0.1413,,12.1556,3.7874,-0.6835,-0.6942,-1.093,,,,,,,,,Complete curve; partial efficacy; poor fit,-8.35,4.9549,0.3298,-20.0967,-2.4065,-1.4,0 0 0 0 1 0 0 0 0 1 0 0 0 1,-14.0795,-5.3958,,0.5326,,-43.5326,-30.5098,12.337,-17.1761,-9.662,-17.7069,-16.7107,,-46.841,-20.5288,-15.3266,-7.975,-14.0795,,,,,,,,,QC'd by NIEHS/NTP
937,17389597,8095,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08082662-01/24051440,,Inactive,,,,,,,,,,4,,-11.2652,-2.8616,,-1.921,,-10.4724,9.525,-5.5054,0.2219,-10.1227,-4.7284,1.4131,,-11.8177,-4.0921,-1.8604,-2.4744,-11.2652,,,,,,,,,,,,,,,4,,-2.598,1.5664,,-3.0034,,4.8966,4.4176,-1.8751,-3.7578,-1.8794,-0.552,-1.6279,,1.3908,9.7759,-2.8123,-4.0181,-2.598,,,,,,,,,,,,,,,4,,-11.1674,-1.4953,,6.2717,,-23.0884,18.417,-0.2266,17.8278,-12.5189,-3.8094,15.3081,,-20.3504,-24.0263,8.4127,15.0323,-11.1674,,,,,,,,,QC'd by NIEHS/NTP
