PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
504,17389164,5798,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981305-01/24061179,,Inactive,,,,,,,,,,4,,63.7939,8.6464,,20.4601,,22.687,23.1403,13.14,19.0948,3.549,19.8669,10.4683,,2.3781,7.4641,9.4503,22.901,63.7939,,,,,,,,,,,,,,,4,,30.0551,-1.3971,,16.1046,,11.9438,15.1043,-2.1313,1.4626,-6.2402,3.6964,13.7019,,9.5787,-2.6279,-0.8282,-1.8102,30.0551,,,,,,,,,,,,,,,4,,6.2847,-3.3048,,-5.715,,1.0481,-3.8013,2.9452,0.6995,0.2525,0.9331,-2.1814,,-12.4334,-2.7539,-1.5903,6.698,6.2847,,,,,,,,,QC'd by NIEHS/NTP
505,17389165,8478,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08007268-01/24059918,,Inconclusive,28.1838,37.9515,,Single point of activity,-4.25,2.2526,0.5524,36.8394,3.2404,3,0 0 1 0 0 0 0 0 0 0 0 0 0 0,37.7327,2.1667,,2.7202,,-76.3155,6.8731,11.1697,6.2276,5.8455,2.8678,-5.4738,,-8.6663,10.9181,7.3886,1.3976,37.7327,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.65,1.9673,0.8108,56.7256,-10.5491,2.4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,37.1382,2.7861,,-14.8943,,-47.1166,-9.7685,-11.6064,-0.8445,-9.2039,-7.7048,-16.4435,,-25.5872,0.4444,7.2528,55.4494,37.1382,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.55,1.4641,0.8357,-40.4515,-2.5,-2.4,1 0 1 0 0 0 0 0 0 0 0 0 0 1,-11.7447,-12.4063,,-2.0849,,-31.3695,-2.6365,1.6086,-9.2916,-0.9795,-6.5244,-3.8433,,-1.9318,-6.6582,-10.924,-30.3763,-11.7447,,,,,,,,,QC'd by NIEHS/NTP
506,17389166,7369,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944108-01/24060486,,Inactive,,,,,,,,,,4,,-5.5813,-11.3776,,-15.6522,,-13.0797,-7.2952,-7.1234,-27.2813,-11.0816,-1.6596,-17.0729,,-30.3029,-2.9049,-14.993,-7.9448,-5.5813,,,,,,,,,,,,,,,4,,-7.899,-8.7337,,-7.3015,,-9.3645,-4.2419,-20.7446,-14.4365,-6.8676,-2.2302,-13.6754,,-19.642,-0.609,-17.58,-17.0955,-7.899,,,,,,,,,,,,,,,4,,-3.7809,-5.2832,,-6.6514,,-1.2261,-3.7783,6.1928,-10.7858,-1.943,-2.8256,-2.107,,-7.6286,-4.5542,-0.9543,1.7498,-3.7809,,,,,,,,,QC'd by NIEHS/NTP
507,17389167,7371,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08082695-01/24060327,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0,0.1495,-20.0994,,-15.927,,-17.441,37.7854,0.3901,-8.4374,-7.1075,-3.706,-13.431,,-1.7909,5.1867,-7.0422,-7.2878,0.1495,,,,,,,,,,,,,,,4,,2.3035,-14.4769,,-4.2929,,3.0769,39.9632,12.415,-2.309,-2.3463,-0.902,-10.4167,,-8.6667,-1.7886,-5.6306,-3.9568,2.3035,,,,,,,,,,,,,,,4,,-5.1907,-5.1117,,-7.613,,-9.638,-3.5197,-7.024,-6.4956,-0.9874,-3.3451,-0.1406,,4.3834,1.9593,-1.6207,-3.5259,-5.1907,,,,,,,,,QC'd by NIEHS/NTP
508,17389168,241,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509563-01/24060065,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,22.6448,-14.2491,,-11.2297,,-34.9741,2.6138,2.064,10.1387,-6.806,-8.3715,-23.5741,,-7.944,1.397,-15.2524,3.0182,22.6448,,,,,,,,,,,,,,,4,,3.7269,-21.9848,,-3.1467,,-26.2314,1.9624,1.61,16.4599,-11.2986,-11.7789,-14.0199,,-10.1319,-3.9425,-16.8309,-14.752,3.7269,,,,,,,,,,,,,,,4,,1.019,-0.9081,,-9.7375,,-6.4445,-5.2431,-4.1702,-11.3772,0.8895,-3.2295,-8.2824,,-2.5388,-3.0924,-3.2111,5.0931,1.019,,,,,,,,,QC'd by NIEHS/NTP
509,17389169,28780,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07936236-01/24060941,,Inhibitor,15.8489,52.8093,,Complete curve; partial efficacy,-4.85,1.9887,0.9424,-43.2009,11.189,-1.2,0 0 0 0 0 0 0 0 1 0 0 0 0 0,-38.3099,13.2529,,14.8763,,-1.1657,9.9546,15.6089,16.1488,10.698,15.5454,-14.1875,,3.8848,-1.0545,-19.9657,-40.7416,-38.3099,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.8,0.9,0.8823,-37.8276,14.9818,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-33.8108,9.2948,,21.098,,11.1646,16.6653,19.3841,15.1373,5.9281,20.5431,5.6037,,-3.6922,2.1902,-8.6657,-20.1145,-33.8108,,,,,,,,,,,,,,,4,,-5.2708,-4.0471,,-6.6525,,-1.2216,-9.0201,2.5811,-6.6249,1.4467,-8.3317,-16.5617,,2.1106,-7.0496,-11.4125,-16.142,-5.2708,,,,,,,,,QC'd by NIEHS/NTP
510,17389170,10771,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930304-01/24060229,,Inactive,,,,,,,,,,4,,-17.9691,2.47,,12.9663,,-8.0282,7.1375,12.7463,32.579,-5.3643,11.2425,-9.254,,-8.3684,24.989,5.3943,-4.2064,-17.9691,,,,,,,,,,,,,,,4,,-8.8207,-30.6255,,-16.5689,,-16.3358,-12.4755,-1.1932,4.5096,-10.2803,-21.093,-13.2909,,-19.6812,1.6129,-19.7835,-22.7276,-8.8207,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,-16.6026,5.0874,,4.2901,,-3.6395,-0.7848,-2.9122,0.6056,-5.7792,5.3384,-6.7687,,-4.4794,-0.2257,1.9486,-2.061,-16.6026,,,,,,,,,QC'd by NIEHS/NTP
511,17389171,10316,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981292-01/24059932,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1 1 0 0 0 0 0 0,11.2046,-12.1377,,-0.2561,,-4.8771,5.7713,-1.1768,11.2705,22.9273,-11.6879,11.0004,,-3.1087,-2.2764,8.4129,17.4443,11.2046,,,,,,,,,,,,,,,4,,0.9739,-3.7637,,-8.0492,,-7.8045,-8.0283,-3.6352,5.5967,4.5206,-8.5074,-1.2019,,-2.8603,-5.9909,6.6723,8.176,0.9739,,,,,,,,,,,,,,,4,,2.2781,-8.4527,,3.5673,,2.8038,6.6628,1.5526,-0.229,12.4766,-4.8786,8.1579,,-1.9773,-0.2784,-0.7737,3.1821,2.2781,,,,,,,,,QC'd by NIEHS/NTP
512,17389172,5462814,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582939-01/24060350,,Inactive,,,,,,,,,,4,,-23.3953,-16.0109,,-11.5309,,11.2904,-6.9759,12.0143,-2.0797,-17.1798,5.1698,-6.92,,-11.2391,-7.8528,9.67,-21.8,-23.3953,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,-22.0012,-10.5044,,-13.7171,,28.9285,-7.6942,4.7043,-3.6549,-9.7969,5.2151,-8.6836,,-10.3143,2.931,8.4573,-26.4542,-22.0012,,,,,,,,,,,,,,,4,,-7.017,-8.8739,,-2.9872,,-10.4969,-4.2958,0.1872,-5.5563,-6.3894,-5.4131,-1.2874,,-4.3395,-11.3848,-4.33,-1.2114,-7.017,,,,,,,,,QC'd by NIEHS/NTP
513,17389173,447043,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02540518-01/24060795,,Inactive,,,,,,,,,,4,,8.5366,-11.6668,,1.4371,,-91.9996,2.7734,12.5051,-10.958,12.9599,-11.5979,-5.1864,,-5.9951,4.5042,-59.1406,0.4695,8.5366,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 1 0 0 0 1,6.0533,-8.476,,-1.6026,,-31.7308,-5.7002,-7.0447,5.5973,-0.7935,-24.4457,-17.5481,,-3.7398,-6.44,-28.1791,-18.569,6.0533,,,,,,,,,,,,,,,4,,-4.0945,-6.6561,,-2.1416,,-38.6573,0.6853,6.8662,-12.5212,5.7916,1.7122,4.1772,,-4.3329,0.7585,-22.15,5.1563,-4.0945,,,,,,,,,QC'd by NIEHS/NTP
514,17389174,6537493,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08001301-01/24061085,,Inactive,,,,,,,,,,4,,2.1486,-10.3665,,8.582,,-2.6573,4.3605,26.484,18.0034,-19.4778,5.9184,4.7863,,-1.4556,44.2321,21.9771,-1.3962,2.1486,,,,,,,,,,,,,,,4,,11.0922,-6.4003,,-5.6114,,6.6186,-3.2312,-0.2208,0.8665,-17.1467,-18.1295,-8.8942,,-5.6589,14.3985,-5.0654,-0.8007,11.0922,,,,,,,,,,,,,,,4,,-12.9546,-10.3902,,0.4596,,-8.4988,-2.9488,7.2986,-0.3806,-6.095,5.8107,2.4793,,-4.1311,6.2488,6.8557,-7.839,-12.9546,,,,,,,,,QC'd by NIEHS/NTP
515,17389175,2202,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07985266-01/24059837,,Inactive,,,,,,,,,,4,,4.299,-23.6542,,-0.6182,,3.6902,-0.1226,26.7695,16.8114,1.1221,4.0939,-0.679,,9.6693,10.5852,-2.7759,-11.0972,4.299,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 1 0 0,12.4246,-22.873,,-15.347,,-12.5848,6.3046,1.366,9.8095,-6.3811,-6.5787,-10.197,,-2.3435,-0.4209,-15.6132,-1.8469,12.4246,,,,,,,,,,,,,,,4,,-9.6821,-6.3225,,3.7307,,7.6412,-7.0782,9.8562,-2.4257,2.0915,0.7316,2.6978,,2.7782,0.6718,2.7066,-9.375,-9.6821,,,,,,,,,QC'd by NIEHS/NTP
516,17389176,6537492,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08006954-01/24059847,,Inactive,,,,,,,,,,4,,14.867,-24.8474,,-8.3119,,-22.9912,3.9937,1.2568,-23.789,2.1912,-14.1579,-18.5256,,-0.7106,10.8192,-3.95,-14.1915,14.867,,,,,,,,,,,,,,,4,,21.866,-6.0611,,7.201,,2.2787,7.261,14.6505,1.8357,9.6748,-8.0259,-6.2629,,-0.7318,13.9798,17.0154,4.4887,21.866,,,,,,,,,,,,,,,4,,-11.1013,-15.434,,-12.3556,,-14.6797,-6.0072,-10.4515,-19.4455,-5.4931,-7.6573,-8.5109,,-2.9452,-7.2669,-15.3651,-14.6565,-11.1013,,,,,,,,,QC'd by NIEHS/NTP
517,17389177,,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08082682-01/24061084,,Inactive,,,,,,,,,,4,0 0 1 1 0 0 0 0 0 0 0 0 0 0,21.0918,-3.0914,,-12.2821,,-23.6325,10.1271,11.5463,-3.3358,-12.6109,-13.3567,-13.4555,,-4.0309,10.6154,9.3399,-0.7014,21.0918,,,,,,,,,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0 0 0,15.5926,-9.9212,,-15.2832,,-10.4153,1.5439,-11.2041,5.8761,-13.8171,-16.4424,-11.6653,,6.1458,4.7254,-5.7964,-3.2801,15.5926,,,,,,,,,,,,,,,4,,-6.0711,-2.1551,,-2.386,,-9.7034,-0.6249,10.1194,-12.2591,-0.8921,-2.8489,-3.4451,,-10.1823,-3.1005,4.0309,-4.3118,-6.0711,,,,,,,,,QC'd by null
518,17389178,24639,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944124-01/24060316,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 1 0 0,9.5347,-3.3919,,-24.8015,,0.3489,-10.027,17.6829,-1.1688,-4.4949,-17.2201,-25.4299,,-19.5479,11.6884,-9.7754,22.153,9.5347,,,,,,,,,,,,,,,4,,0.5171,-1.6569,,-11.9183,,-4.09,6.2231,8.4951,-4.4258,-2.2291,-15.3057,-3.0483,,-30.3645,-4.2526,-15.8017,1.1858,0.5171,,,,,,,,,,,,,,,4,,-1.6934,-5.8163,,-10.0481,,2.1762,-10.8584,1.6227,-3.6353,-1.8025,-4.901,-12.8447,,4.2181,3.8464,-0.0304,5.571,-1.6934,,,,,,,,,QC'd by NIEHS/NTP
519,17389179,22985,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509515-01/24060888,,Inactive,,,,,,,,,,4,,-12.0556,-3.3417,,-21.1946,,-14.1603,0.4517,-1.7964,-17.5267,-2.6595,-2.8095,-7.9445,,-8.9715,6.1997,-12.4454,-9.319,-12.0556,,,,,,,,,,,,,,,4,,0.3846,-8.6257,,-14.9886,,-5.7734,2.3198,-6.3254,-0.1246,-10.095,-8.802,7.1754,,-6.6844,-0.5639,-13.0776,-8.4629,0.3846,,,,,,,,,,,,,,,4,,-10.8965,0.6738,,-4.106,,-2.6658,-2.8102,2.7518,-13.1102,6.8648,2.2899,-7.924,,-1.3376,1.5013,0.2441,-2.0482,-10.8965,,,,,,,,,QC'd by NIEHS/NTP
520,17389180,11065,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944380-01/24061021,,Activator,39.8107,69.7401,,Partial curve; high efficacy; poor fit,-4.4,4.4495,0.8037,89.5517,-2.0054,2.3,0 0 0 0 0 0 0 0 0 0 0 0 0 0,87.505,-4.8988,,1.922,,-20.5826,9.8611,0.8498,-16.7358,12.0477,10.4405,-25.1386,,5.5962,13.9911,-9.182,37.802,87.505,,,,,,,,,Partial curve; partial efficacy,-4.4,2.7202,0.915,65.7334,-4.0068,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,60.1353,-13.0552,,-0.9635,,-8.1741,-0.7849,-4.7256,-2.5537,-7.2767,-0.0414,-8.2382,,-7.5708,8.699,5.1107,22.8792,60.1353,,,,,,,,,,,,,,,4,,2.5798,-0.3833,,-2.0158,,-7.103,1.997,0.4828,-12.4909,10.0202,1.2409,-10.5576,,4.7533,-2.0076,-10.8757,1.4324,2.5798,,,,,,,,,QC'd by NIEHS/NTP
521,17389181,16230,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07980947-01/24061047,,Cytotoxic,50.1187,45.7105,,Single point of activity,-4.35,3.0654,0.6594,-35.9155,6.822,-3,1 0 1 0 1 0 0 0 0 0 0 0 0 0,-34.6329,-26.4655,,4.6081,,-24.8644,-9.0308,27.2009,10.4335,9.6857,21.8066,1.7122,,-0.4064,15.9361,0.7686,-3.083,-34.6329,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,20.3302,-19.3767,,-15.3436,,-33.0282,-10.4159,-10.3215,-4.5556,-12.6124,-5.2212,-8.4769,,-10.8683,1.631,-4.8126,12.8084,20.3302,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.3,1.4641,0.7825,-50.1676,-4.4571,-2.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,-38.0921,-20.039,,-4.0015,,-8.9494,-13.8192,6.4788,-8.2592,-0.2241,-0.878,-7.3183,,-8.6613,-7.5167,-11.5071,-20.9794,-38.0921,,,,,,,,,QC'd by NIEHS/NTP
522,17389182,261491,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08001275-01/24060851,,Inactive,,,,,,,,,,4,,0.0012,9.6942,,-11.2728,,-11.2225,-7.0933,-8.2176,-10.8314,-1.7323,11.2516,-4.8927,,-24.2791,-19.5134,22.7424,5.1296,0.0012,,,,,,,,,,,,,,,4,,3.6957,-10.6477,,-12.1334,,-3.734,14.4669,0.4955,-5.3641,7.2792,0.4169,-1.4423,,-14.642,-5.0035,30.6458,-2.9371,3.6957,,,,,,,,,,,,,,,4,,-7.9683,7.0139,,-1.8325,,-3.599,-14.1513,-6.635,-7.75,-5.2157,2.2029,-2.4741,,-7.0483,-11.609,-8.5867,0.3605,-7.9683,,,,,,,,,QC'd by NIEHS/NTP
523,17389183,6654,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509321-01/24060022,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 1 0 0 1,-1.2755,-11.8762,,-4.4813,,4.7631,16.5252,0.1167,12.9834,-2.1535,17.6033,5.0853,,-12.8818,21.3439,12.0827,5.4899,-1.2755,,,,,,,,,,,,,,,4,,15.6876,-4.5091,,-3.5598,,3.7634,21.7192,-3.6345,-2.7857,-3.2754,6.587,6.6481,,3.7634,11.5683,15.7004,5.4421,15.6876,,,,,,,,,,,,,,,4,,-13.0763,-6.384,,-1.1294,,2.8985,-4.7305,3.4193,7.5369,2.689,5.0962,0.1577,,-11.006,3.4301,-3.5444,-1.5127,-13.0763,,,,,,,,,QC'd by NIEHS/NTP
524,17389184,11080,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981027-01/24061025,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 1 0 0 0 0,20.6578,-7.6959,,12.8729,,-20.7637,-0.2348,10.086,19.4349,9.4227,6.2155,7.3819,,-15.3737,19.6356,6.6144,24.5241,20.6578,,,,,,,,,,,,,,,4,,-11.0429,-8.8532,,-2.9621,,-23.3506,-14.0816,-7.4715,1.0477,-7.1594,-5.8665,-6.4756,,-20.9253,-6.4088,-16.6736,4.065,-11.0429,,,,,,,,,,,,,,,4,,8.2339,-8.7769,,1.136,,-4.7804,-0.2668,3.5436,0.5129,4.0508,-1.7128,1.9662,,-5.1475,6.3923,6.5825,2.7604,8.2339,,,,,,,,,QC'd by NIEHS/NTP
525,17389185,7407,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509550-01/24060565,,Inactive,,,,,,,,,,4,,-12.7528,-5.142,,2.095,,-2.8556,21.6419,6.5691,13.1463,4.5586,10.6705,15.7262,,8.7817,-4.1646,4.7262,22.9874,-12.7528,,,,,,,,,,,,,,,4,,4.6956,-1.5394,,10.5284,,13.4615,10.8479,12.814,9.7123,10.0822,8.8914,5.5288,,6.3032,5.5629,-1.0742,16.9941,4.6956,,,,,,,,,,,,,,,4,,-16.4863,-8.2533,,-9.7113,,-10.8836,0.3635,-7.5207,-5.4797,-5.4072,-4.6946,3.0769,,-2.724,-11.1733,-1.2659,-3.5719,-16.4863,,,,,,,,,QC'd by NIEHS/NTP
526,17389186,5354896,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08082699-01/24060306,,Inactive,,,,,,,,,,4,,-6.265,-1.9154,,-0.9973,,-0.5613,25.2855,45.7249,34.0838,6.6196,19.0228,5.6376,,2.1805,13.4401,11.8733,31.2135,-6.265,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 1 0 0 0 0 0 1,-9.3125,-7.4847,,-6.0727,,5.4968,13.6382,11.72,20.5804,10.4346,0.1816,3.125,,2.7698,8.4111,20.9611,3.2979,-9.3125,,,,,,,,,,,,,,,4,,-3.2718,-0.9972,,0.1943,,-2.8579,2.9993,14.5185,1.2021,-2.1153,6.7034,0.7752,,-2.2132,-1.2205,-7.737,10.3035,-3.2718,,,,,,,,,QC'd by NIEHS/NTP
527,17389187,51,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944063-01/24060988,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 1 0 0 0,5.2565,-14.4732,,4.2984,,3.5235,1.9587,22.1482,1.1102,-6.2074,6.9394,-8.1754,,3.182,39.7967,-7.1115,15.6069,5.2565,,,,,,,,,,,,,,,4,,-3.8188,-5.6347,,3.3751,,-1.4423,12.4548,-0.2453,0.0497,0.8915,-0.5916,15.625,,2.4672,15.1243,-6.2413,11.9501,-3.8188,,,,,,,,,,,,,,,4,,0.9462,-7.8404,,-1.2019,,4.37,-7.1284,11.6684,-3.0143,-3.215,2.01,-12.3698,,-0.5617,9.745,-1.9299,-0.7796,0.9462,,,,,,,,,QC'd by NIEHS/NTP
528,17389188,10758,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07935033-01/24060241,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 1 0 0,16.2909,-5.1457,,-6.611,,-13.8622,7.8484,-10.8577,11.151,-15.435,-6.9522,-22.8658,,0.8725,1.5248,-28.2163,4.2249,16.2909,,,,,,,,,,,,,,,4,,16.8953,0.6767,,3.3144,,0.2724,15.3142,11.1607,7.8007,1.608,3.1985,2.6442,,8.375,9.253,-0.9854,7.3966,16.8953,,,,,,,,,,,,,,,4,,-0.0211,-1.2617,,-2.2704,,-1.7073,-0.7476,-7.233,2.9672,-3.9583,-3.0582,-9.2534,,-0.2643,-1.9257,-11.904,0.7792,-0.0211,,,,,,,,,QC'd by NIEHS/NTP
529,17389189,444913,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02540554-01/24060663,,Inactive,,,,,,,,,,4,,15.1376,-6.1967,,-11.3227,,1.3886,8.89,-8.7368,1.1746,-10.5548,3.6681,-7.6654,,-18.06,15.0486,-17.7268,-0.0895,15.1376,,,,,,,,,,,,,,,4,,9.3828,-6.185,,-3.6376,,11.4362,7.7246,-6.1397,0.8213,0.0596,-0.7297,2.8625,,-8.0238,-3.1917,-3.2554,-8.2557,9.3828,,,,,,,,,,,,,,,4,,-4.4952,-5.8391,,-8.2864,,-6.2394,-3.6695,-4.649,-6.211,-7.2754,-2.7391,-7.6861,,-9.0652,4.0566,-11.9855,-0.8615,-4.4952,,,,,,,,,QC'd by NIEHS/NTP
530,17389190,7498,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08082676-01/24061015,,Inactive,,,,,,,,,,4,,7.057,2.7893,,9.2014,,13.033,20.8918,21.5837,15.3123,12.1815,6.9115,-5.5286,,11.0523,13.2356,7.8763,3.2964,7.057,,,,,,,,,,,,,,,4,,-6.5084,-17.9538,,4.8306,,-5.3598,8.6408,1.388,6.7509,-1.9705,-2.2075,-0.8245,,-1.9722,-4.7469,0.3124,-5.6974,-6.5084,,,,,,,,,,,,,,,4,,-0.1201,5.3238,,-2.4034,,8.4952,1.6076,6.3188,-2.3738,5.6142,-0.5026,-4.9898,,3.0857,3.8257,-0.9194,-0.6757,-0.1201,,,,,,,,,QC'd by NIEHS/NTP
