PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
195,144203746,896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
196,144203747,119442,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
197,144203748,51082,Inconclusive,10,,,inconclusive agonist (cytotoxic),active agonist,3.91149,186.544,inconclusive antagonist,,0,inconclusive agonist,2.56454,91.5434,inconclusive antagonist,9.09931,-87.2843,"Prestwick Chemical, Inc."
198,144203749,4032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,BIOMOL
199,144203750,4054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
200,144203751,4011,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
201,144203752,4507,Active,55,,,active antagonist,active antagonist,13.4481,-115.587,inconclusive agonist,,0,active antagonist,20.5113,-137.032,inactive,,0,BIOMOL
202,144203753,4497,Active,55,,,active antagonist,active antagonist,15.089,-113.838,inconclusive agonist,7.56242,35.1479,active antagonist,15.9831,-86.7096,inactive,,0,BIOMOL
203,144203754,4500,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,BIOMOL
204,144203755,4567,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,21.3138,54.8688,inconclusive agonist,,0,BIOMOL
205,144203756,4418,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
206,144203757,4488,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
207,144203758,4495,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
208,144203759,4472,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
209,144203760,4477,Inconclusive,10,,,inconclusive agonist (cytotoxic),active agonist,0.205113,255.505,inconclusive antagonist,0.159831,-31.9331,active agonist,0.393847,154.491,active antagonist,0.312844,-50.1211,SigmaAldrich
210,144203761,71398,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,26.8325,-75.7395,inactive,,0,"Prestwick Chemical, Inc."
211,144203762,4474,Active,53,,,active antagonist,active antagonist,19.7391,-106.934,inactive,,0,active antagonist,23.0141,-142.953,inactive,,0,BIOMOL
212,144203763,4485,Active,53,,,active antagonist,active antagonist,15.6793,-94.8854,inactive,,0,active antagonist,18.9959,-115.287,inactive,,0,BIOMOL
213,144203764,4493,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SigmaAldrich
214,144203765,39214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
215,144203766,4581,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
216,144203767,4628,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
217,144203768,4636,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
218,144203769,4626,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
219,144203770,4615,Active,47,,,active antagonist,active antagonist,26.8325,-44.5477,inactive,,0,inconclusive antagonist,11.9856,-42.8329,inactive,,0,SigmaAldrich
220,144203771,4847,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
221,144203772,4828,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
222,144203773,4671,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
223,144203774,4740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
224,144203775,16362,Inconclusive,5,,,inconclusive,inconclusive,,0,inconclusive antagonist,26.8325,-65.5819,active antagonist,23.9145,-125.445,active antagonist,23.9145,-110.09,BIOMOL
225,144203776,40632,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,SigmaAldrich
226,144203777,6084,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
227,144203778,4927,Inconclusive,5,,,inconclusive,active agonist,25.3315,178.133,active antagonist,26.8325,-90.6585,active antagonist,26.8325,-176.815,active antagonist,26.8325,-114.672,BIOMOL
228,144203779,4932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,BIOMOL
229,144203780,4843,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
230,144203781,4992,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
231,144203782,54676228,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
232,144203783,1676,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
233,144203784,4748,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
234,144203785,5917,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,BIOMOL
235,144203786,5887,Inconclusive,20,,,active agonist,active agonist,11.4554,58.2334,inactive,,0,inconclusive agonist,7.22784,66.1679,inactive,,0,"Prestwick Chemical, Inc."
236,144203787,61100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
237,144203788,1046,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
238,144203789,4909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
239,144203790,4848,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
240,144203791,24351,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,10.6822,-51.3233,inactive,,0,inconclusive antagonist,26.8325,-55.9974,inactive,,0,SIGMA
241,144203792,9373,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
242,144203793,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
243,144203794,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
244,144203795,6603149,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,123.729,inactive,,0,"Prestwick Chemical, Inc."
245,144203796,4850,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
246,144203797,4913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
247,144203798,4938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
248,144203799,5795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
249,144203800,5702242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
250,144203801,3001055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,BIOMOL
251,144203802,5074,Inconclusive,5,,,inconclusive,inconclusive antagonist,26.8325,-112.015,inactive,,0,inconclusive,,0,inconclusive antagonist,0.898795,-29.3526,SigmaAldrich
252,144203803,5070,Active,49,,,active antagonist,active antagonist,9.52052,-47.1075,inactive,,0,inconclusive antagonist,9.52052,-53.1134,inconclusive antagonist,,0,BIOMOL
253,144203804,5073,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
254,144203805,68712,Active,49,,,active antagonist,active antagonist,20.5113,-62.5838,inactive,,0,inconclusive antagonist,23.9145,-76.2241,inactive,,0,BIOMOL
255,144203806,54900,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,13.4481,-74.684,inconclusive antagonist,26.8325,-57.6096,inconclusive antagonist,22.5767,-150.338,active antagonist,23.9145,-89.8485,SigmaAldrich
256,144203807,5095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
257,144203808,445154,Inconclusive,20,,,active agonist,active agonist,8.59031,82.4875,inactive,,0,inconclusive agonist,,0,inactive,,0,"Prestwick Chemical, Inc."
258,144203809,56959,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
259,144203810,37542,Inconclusive,5,,,inconclusive,active agonist,6.74001,47.4451,inactive,,0,inactive,,0,inactive,,0,Microsource
260,144203811,5268,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
261,144203812,5253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
262,144203813,5335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
263,144203814,131746,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
264,144203815,72124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Tocris
265,144203816,5233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
266,144203817,2083,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
267,144203818,8515,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
268,144203819,5154,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,3.64749,-75.8997,inconclusive antagonist,5.67101,-46.5081,active antagonist,4.95824,-133.825,active antagonist,6.00704,-90.9224,"Prestwick Chemical, Inc."
269,144203820,5265,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
270,144203821,1548887,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
271,144203822,3448,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
272,144203823,656665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,16.9301,65.1061,inactive,,0,BIOMOL
273,144203824,24871267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Tocris
274,144203825,5387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
275,144203826,5426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,SigmaAldrich
276,144203827,5702214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
277,144203828,1123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
278,144203829,5454,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Timtec
279,144203830,5505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
280,144203831,3117,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inconclusive antagonist,6.74001,-127.775,inactive,,0,SigmaAldrich
281,144203832,5503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
282,144203833,5610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
283,144203834,5546,Inconclusive,20,,,active agonist,active agonist,23.9145,72.9445,inactive,,0,active agonist,18.9959,91.8008,inactive,,0,SigmaAldrich
284,144203835,5429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
285,144203836,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
286,144203837,62935,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,"Prestwick Chemical, Inc."
287,144203838,2052,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
288,144203839,2061,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,25.3315,-35.7704,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
289,144203840,1359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
290,144203841,8695,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,"Prestwick Chemical, Inc."
291,144203842,5578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,NIEHS
292,144203843,54840,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
293,144203844,671690,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,BIOMOL
294,144203845,5452,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inconclusive antagonist,26.8325,-144.305,active antagonist,26.8325,-90.0166,BIOMOL
295,144203846,5405,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SigmaAldrich
296,144203847,5405,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,8.48517,-54.5207,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,,0,BIOMOL
297,144203848,5593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,BIOMOL
298,144203849,5639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,BIOMOL
299,144203850,2435,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
300,144203851,2520,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,5.35378,-73.0687,inactive,,0,active antagonist,27.8822,-109.853,inconclusive antagonist,26.8325,-59.2096,BIOMOL
301,144203852,5665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,BIOMOL
302,144203853,2998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
303,144203854,5707,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
304,144203855,155774,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
305,144203856,5282386,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
306,144203857,135399235,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SigmaAldrich
307,144203858,5723,Active,61,,,active antagonist,active antagonist,0.124545,-51.5935,inactive,,0,active antagonist,0.0785828,-55.0221,inactive,,0,SigmaAldrich
308,144203859,6100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
309,144203860,31195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
310,144203861,23663954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
311,144203862,71399,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
312,144203863,23681233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
313,144203864,60196260,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
314,144203865,11953895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
315,144203866,54670067,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,2.39145,53.097,inactive,,0,SIGMA
316,144203867,135445761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
317,144203868,5803,Active,57,,,active antagonist,active antagonist,9.82521,-111.425,inactive,,0,active antagonist,9.63848,-106.231,inactive,,0,"Prestwick Chemical, Inc."
318,144203869,6419941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
319,144203870,5284486,Active,56,,,active antagonist,active antagonist,7.51061,-95.3732,inconclusive agonist,,0,active antagonist,8.10977,-85.0731,inactive,,0,"Prestwick Chemical, Inc."
320,144203871,5883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,6.36298,-59.1564,inactive,,0,"Prestwick Chemical, Inc."
321,144203872,5892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
322,144203873,3440,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
323,144203874,4174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
324,144203875,5905,Inconclusive,20,,,active agonist,active agonist,2.03708,38.5376,inactive,,0,inconclusive agonist,,0,inactive,,0,"Prestwick Chemical, Inc."
325,144203876,9552079,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,13.4481,-49.3401,inactive,,0,active antagonist,21.3138,-118.838,active antagonist,22.1476,-90.6058,SigmaAldrich
326,144203877,6708701,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,1.44214,-84.1231,inconclusive antagonist,1.28531,-31.6301,active antagonist,1.28531,-135.688,active antagonist,1.10241,-69.6688,"Prestwick Chemical, Inc."
327,144203878,45105092,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,"Prestwick Chemical, Inc."
328,144203879,4911,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
329,144203880,5324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
330,144203881,5995,Active,64,,,active antagonist,active antagonist,4.73888,-129.908,inactive,,0,active antagonist,4.92427,-122.958,inactive,,0,"Prestwick Chemical, Inc."
331,144203882,5342,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
332,144203883,4993,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
333,144203884,6009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
334,144203885,4055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
335,144203886,3278,Active,51,,,active antagonist,active antagonist,27.8822,-106.978,inactive,,0,inconclusive antagonist,26.8325,-140.238,inactive,,0,NIEHS
336,144203887,3759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,"Prestwick Chemical, Inc."
337,144203888,938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
338,144203889,6047,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,BIOMOL
339,144203890,6048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
340,144203891,60196261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
341,144203892,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
342,144203893,2206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
343,144203894,6093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
344,144203895,4044,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
345,144203896,2148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
346,144203897,6103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
347,144203898,4754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
348,144203899,6114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
349,144203900,6126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
350,144203901,6135,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,10.2096,-54.6888,inactive,,0,inconclusive antagonist,,0,inactive,,0,"Prestwick Chemical, Inc."
351,144203902,5333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NIEHS
352,144203903,2310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
353,144203904,54682468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
354,144203905,54686764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
355,144203906,54704426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
356,144203907,6166,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,0.810977,-102.648,inconclusive agonist,,0,inconclusive antagonist,0.909931,-119.98,inconclusive antagonist,3.22856,-30.1372,"Prestwick Chemical, Inc."
357,144203908,54676038,Inconclusive,10,,,inconclusive agonist (cytotoxic),inconclusive agonist,2.28564,87.1069,inactive,,0,inconclusive agonist,3.6225,63.9135,active antagonist,2.03708,-33.5745,"Prestwick Chemical, Inc."
